timestamp,Wine Cellar Cooler 1,Wine Cellar Cooler 2,Wine Cellar AC 1,Wine Cellar AC 2
2017-12-18T12:15:00,14.14,65.65,2.31,2.19
2017-12-18T12:30:00,14.27,79.81,2.36,2.41
2017-12-18T12:45:00,14.32,114.06,2.36,2.47
2017-12-18T13:00:00,198.61,135.64,2.36,2.48
2017-12-18T13:15:00,14.23,135.54,2.37,2.52
2017-12-18T13:30:00,183.45,135.48,2.38,2.52
2017-12-18T13:45:00,178.44,135.69,2.39,2.52
2017-12-18T14:00:00,19.28,135.89,2.39,2.53
2017-12-18T14:15:00,184.47,135.26,2.37,2.42
2017-12-18T14:30:00,33.72,135.44,2.34,2.27
2017-12-18T14:45:00,161.72,135.44,2.37,2.45
2017-12-18T15:00:00,177.16,135.57,2.38,2.53
2017-12-18T15:15:00,30.04,135.56,2.38,2.53
2017-12-18T15:30:00,154.75,134.94,2.37,2.53
2017-12-18T15:45:00,178.5,135.2,2.37,2.53
2017-12-18T16:00:00,68.84,135.66,2.37,2.52
2017-12-18T16:15:00,120.4,135.64,2.39,2.54
2017-12-18T16:30:00,176.2,135.48,2.37,2.44
2017-12-18T16:45:00,177.52,349.95,2.33,2.26
2017-12-18T17:00:00,14.66,930.87,2.34,2.41
2017-12-18T17:15:00,14.71,913.77,2.36,2.52
2017-12-18T17:30:00,14.7,908.17,2.36,2.51
2017-12-18T17:45:00,14.58,454.41,1.89,1.66
2017-12-18T18:00:00,14.43,51.38,1.59,1.12
2017-12-18T18:15:00,14.36,51.08,1.58,1.11
2017-12-18T18:30:00,14.02,50.53,1.57,1.12
2017-12-18T18:45:00,17.18,50.28,1.95,1.76
2017-12-18T19:00:00,14.18,60.2,1.64,1.02
2017-12-18T19:15:00,195.8,68.23,1.57,1.04
2017-12-18T19:30:00,14.01,53.04,1.6,1.14
2017-12-18T19:45:00,14.09,79.73,1.61,1.15
2017-12-18T20:00:00,14.2,135.85,2.29,2.4
2017-12-18T20:15:00,191.64,135.59,2.39,2.59
2017-12-18T20:30:00,13.93,134.28,2.35,2.56
2017-12-18T20:45:00,191.5,134.97,2.38,2.56
2017-12-18T21:00:00,179.69,135.09,2.36,2.42
2017-12-18T21:15:00,14.13,135.51,2.35,2.31
2017-12-18T21:30:00,181.89,135.71,2.38,2.53
2017-12-18T21:45:00,157.91,136.63,2.42,2.68
2017-12-18T22:00:00,31.58,137.04,2.42,2.7
2017-12-18T22:15:00,182.37,137.52,2.43,2.7
2017-12-18T22:30:00,82.6,136.65,2.42,2.7
2017-12-18T22:45:00,108.65,137.82,2.46,2.72
2017-12-18T23:00:00,179.65,136.25,2.4,2.66
2017-12-18T23:15:00,66.97,137.04,2.42,2.57
2017-12-18T23:30:00,119.19,136.12,2.38,2.44
2017-12-18T23:45:00,173.29,135.37,2.4,2.6
2017-12-19T00:00:00,141.91,135.35,2.4,2.65
2017-12-19T00:15:00,44.93,135.81,2.41,2.66
2017-12-19T00:30:00,176.31,647.79,2.42,2.66
2017-12-19T00:45:00,14.67,908.41,2.42,2.67
2017-12-19T01:00:00,14.72,898.04,2.42,2.63
2017-12-19T01:15:00,14.72,829.44,2.42,2.57
2017-12-19T01:30:00,14.38,51.35,2.42,2.46
2017-12-19T01:45:00,14.48,51.57,2.43,2.36
2017-12-19T02:00:00,14.45,51.5,2.45,2.56
2017-12-19T02:15:00,17.54,57.8,2.45,2.61
2017-12-19T02:30:00,14.45,51.47,2.46,2.63
2017-12-19T02:45:00,14.26,72.81,2.44,2.68
2017-12-19T03:00:00,203.24,72.39,2.4,2.64
2017-12-19T03:15:00,14.09,71.6,2.41,2.65
2017-12-19T03:30:00,14.19,135.61,2.41,2.66
2017-12-19T03:45:00,185.17,135.18,2.4,2.58
2017-12-19T04:00:00,14.16,135.44,2.38,2.42
2017-12-19T04:15:00,189.91,135.19,2.4,2.56
2017-12-19T04:30:00,14.12,135.26,2.41,2.66
2017-12-19T04:45:00,177.32,134.57,2.39,2.64
2017-12-19T05:00:00,38.77,134.87,2.39,2.64
2017-12-19T05:15:00,144.86,134.71,2.4,2.65
2017-12-19T05:30:00,168.65,136.23,2.44,2.7
2017-12-19T05:45:00,14.28,135.82,2.42,2.68
2017-12-19T06:00:00,173.91,134.74,2.38,2.62
2017-12-19T06:15:00,175.7,134.96,2.35,2.28
2017-12-19T06:30:00,14.2,135.39,2.37,2.39
2017-12-19T06:45:00,183.9,135.66,2.41,2.59
2017-12-19T07:00:00,14.22,135.5,2.39,2.59
2017-12-19T07:15:00,179.36,134.74,2.35,2.55
2017-12-19T07:30:00,173.31,134.71,2.35,2.61
2017-12-19T07:45:00,18.33,135.54,2.39,2.67
2017-12-19T08:00:00,165.5,865.63,2.17,2.27
2017-12-19T08:15:00,14.4,885.6,1.57,1.16
2017-12-19T08:30:00,14.72,887.01,1.6,1.12
2017-12-19T08:45:00,14.43,530.3,1.59,1.01
2017-12-19T09:00:00,14.1,50.19,1.71,1.34
2017-12-19T09:15:00,14.08,50.06,2.37,2.65
2017-12-19T09:30:00,14.08,50.21,2.35,2.62
2017-12-19T09:45:00,14.03,67.93,2.33,2.58
2017-12-19T10:00:00,14.05,74.83,2.32,2.57
2017-12-19T10:15:00,14.28,72.08,2.36,2.57
2017-12-19T10:30:00,14.22,135.36,2.33,2.47
2017-12-19T10:45:00,195.16,134.77,2.31,2.47
2017-12-19T11:00:00,14.16,134.78,2.06,1.85
2017-12-19T11:15:00,190.95,134.32,1.5,0.87
2017-12-19T11:30:00,14.11,134.71,1.53,1.09
2017-12-19T11:45:00,178.36,134.45,1.54,1.12
2017-12-19T12:00:00,14.21,134.75,1.55,1.13
2017-12-19T12:15:00,178.22,134.58,1.83,1.64
2017-12-19T12:30:00,174.53,134.76,1.55,1.11
2017-12-19T12:45:00,14.27,135.23,1.55,1.11
2017-12-19T13:00:00,177.01,135.14,1.55,1.11
2017-12-19T13:15:00,183.21,314.77,1.55,1.02
2017-12-19T13:30:00,14.51,931.36,1.52,0.89
2017-12-19T13:45:00,14.54,916.55,1.53,1.03
2017-12-19T14:00:00,14.41,911.44,1.54,1.13
2017-12-19T14:15:00,14.06,67.97,1.55,1.13
2017-12-19T14:30:00,14.06,50.21,2.15,2.24
2017-12-19T14:45:00,14,50.09,2.31,2.54
2017-12-19T15:00:00,14.05,68.1,2.32,2.56
2017-12-19T15:15:00,14.06,60.96,2.32,2.58
2017-12-19T15:30:00,14.01,65.41,2.3,2.37
2017-12-19T15:45:00,197.27,118.65,2.29,2.33
2017-12-19T16:00:00,14.03,134.31,2.3,2.53
2017-12-19T16:15:00,14.02,134.22,2.3,2.53
2017-12-19T16:30:00,189.91,133.88,2.3,2.52
2017-12-19T16:45:00,110.25,134.12,2.29,2.51
2017-12-19T17:00:00,87.7,135.05,2.32,2.53
2017-12-19T17:15:00,182.86,134.95,2.33,2.54
2017-12-19T17:30:00,14.19,135.39,2.35,2.57
2017-12-19T17:45:00,188.5,135.51,2.34,2.43
2017-12-19T18:00:00,14.22,135.06,2.3,2.33
2017-12-19T18:15:00,184.77,135.97,2.35,2.57
2017-12-19T18:30:00,185.92,136.54,2.37,2.61
2017-12-19T18:45:00,14.57,137.31,2.4,2.63
2017-12-19T19:00:00,187.44,137.36,1.72,1.26
2017-12-19T19:15:00,184.56,137.44,1.67,1.16
2017-12-19T19:30:00,14.3,136.03,1.63,1.15
2017-12-19T19:45:00,174.02,135.09,1.62,1.14
2017-12-19T20:00:00,181.85,135.04,2.29,2.34
2017-12-19T20:15:00,14.31,136.18,2.39,2.37
2017-12-19T20:30:00,183.15,135.65,2.4,2.53
2017-12-19T20:45:00,179.21,135.92,2.42,2.63
2017-12-19T21:00:00,151.18,148.45,2.44,2.64
2017-12-19T21:15:00,37.34,953.83,2.43,2.63
2017-12-19T21:30:00,14.75,915.68,2.42,2.62
2017-12-19T21:45:00,14.82,911.29,2.43,2.72
2017-12-19T22:00:00,14.17,336.67,2.37,2.67
2017-12-19T22:15:00,14.04,49.89,2.38,2.67
2017-12-19T22:30:00,14.08,50.01,2.36,2.45
2017-12-19T22:45:00,14.25,61.23,2.38,2.51
2017-12-19T23:00:00,14.34,60.51,2.44,2.71
2017-12-19T23:15:00,14.46,69.78,2.47,2.75
2017-12-19T23:30:00,14.34,136.81,2.43,2.72
2017-12-19T23:45:00,193.01,136.39,2.43,2.7
2017-12-20T00:00:00,14.09,135.33,2.4,2.69
2017-12-20T00:15:00,179.24,135.51,2.41,2.7
2017-12-20T00:30:00,14.2,135.66,2.41,2.68
2017-12-20T00:45:00,184.65,135.8,2.41,2.56
2017-12-20T01:00:00,174.42,136.09,2.4,2.43
2017-12-20T01:15:00,14.3,136.21,2.41,2.52
2017-12-20T01:30:00,183.61,136.44,2.43,2.6
2017-12-20T01:45:00,14.39,136.76,2.42,2.59
2017-12-20T02:00:00,182.5,137,2.45,2.61
2017-12-20T02:15:00,179.61,136.97,2.44,2.6
2017-12-20T02:30:00,14.27,136.18,2.42,2.58
2017-12-20T02:45:00,174.46,136.02,2.43,2.67
2017-12-20T03:00:00,181.1,135.94,2.43,2.68
2017-12-20T03:15:00,14.36,136.61,2.42,2.51
2017-12-20T03:30:00,173.73,136.26,2.41,2.46
2017-12-20T03:45:00,174.67,136.11,2.44,2.68
2017-12-20T04:00:00,14.36,136.6,2.44,2.69
2017-12-20T04:15:00,172.86,814.68,2.43,2.69
2017-12-20T04:30:00,14.72,912.75,2.43,2.69
2017-12-20T04:45:00,14.62,901.85,2.41,2.67
2017-12-20T05:00:00,14.38,439.47,2.42,2.68
2017-12-20T05:15:00,14.13,50.25,2.42,2.69
2017-12-20T05:30:00,14.01,49.76,2.39,2.64
2017-12-20T05:45:00,14.16,83.62,2.38,2.45
2017-12-20T06:00:00,14.19,72.93,2.4,2.52
2017-12-20T06:15:00,14.14,135.41,2.39,2.57
2017-12-20T06:30:00,14.35,136.54,2.42,2.6
2017-12-20T06:45:00,197.01,135.78,2.4,2.59
2017-12-20T07:00:00,14.21,135.69,2.4,2.59
2017-12-20T07:15:00,185.07,136.22,2.4,2.6
2017-12-20T07:30:00,14.16,135.34,2.39,2.67
2017-12-20T07:45:00,183.97,135.38,2.39,2.67
2017-12-20T08:00:00,185,135.43,2.41,2.67
2017-12-20T08:15:00,14.47,137.58,2.44,2.53
2017-12-20T08:30:00,177.62,136.38,2.42,2.58
2017-12-20T08:45:00,14.22,135.71,2.42,2.71
2017-12-20T09:00:00,176.66,134.84,2.4,2.69
2017-12-20T09:15:00,178.18,134.19,2.37,2.66
2017-12-20T09:30:00,14.09,134.73,2.37,2.65
2017-12-20T09:45:00,177.65,134.19,2.35,2.6
2017-12-20T10:00:00,177.79,135.51,2.39,2.64
2017-12-20T10:15:00,14.25,135.74,2.4,2.63
2017-12-20T10:30:00,176.79,135.2,2.36,2.48
2017-12-20T10:45:00,178.1,135.28,2.34,2.27
2017-12-20T11:00:00,14.44,136.67,2.39,2.41
2017-12-20T11:15:00,177.78,761.57,2.41,2.56
2017-12-20T11:30:00,14.69,931.62,2.4,2.56
2017-12-20T11:45:00,14.75,926.42,2.39,2.54
2017-12-20T12:00:00,14.45,419.93,2.37,2.52
2017-12-20T12:15:00,14.28,51.25,2.38,2.52
2017-12-20T12:30:00,14.3,75.24,2.05,1.9
2017-12-20T12:45:00,14.27,58.45,1.61,1.12
2017-12-20T13:00:00,14.29,102.67,1.61,1.02
2017-12-20T13:15:00,14.33,136.47,1.62,0.92
2017-12-20T13:30:00,203.32,135.47,1.62,1.07
2017-12-20T13:45:00,14.3,135.79,1.64,1.17
2017-12-20T14:00:00,194.65,134.62,1.6,1.14
2017-12-20T14:15:00,97.35,213.62,1.82,1.54
2017-12-20T14:30:00,103.01,949.1,2.04,1.94
2017-12-20T14:45:00,14.64,931.8,1.62,1.17
2017-12-20T15:00:00,14.58,927.88,1.61,1.18
2017-12-20T15:15:00,14.24,183.18,1.62,1.18
2017-12-20T15:30:00,14.22,50.51,1.87,1.43
2017-12-20T15:45:00,19.9,50.52,1.6,0.97
2017-12-20T16:00:00,14.18,72.04,1.6,1.14
2017-12-20T16:15:00,14.17,72.25,1.61,1.17
2017-12-20T16:30:00,14.28,135.6,1.62,1.16
2017-12-20T16:45:00,205.22,135.48,2.15,2.14
2017-12-20T17:00:00,15.14,135.81,2.4,2.61
2017-12-20T17:15:00,120.37,135.31,2.39,2.61
2017-12-20T17:30:00,85.63,134.47,2.38,2.59
2017-12-20T17:45:00,185.07,134.19,2.36,2.46
2017-12-20T18:00:00,14.21,135.48,1.57,0.95
2017-12-20T18:15:00,182.92,135.28,1.6,1.13
2017-12-20T18:30:00,183.91,135.35,1.58,1.16
2017-12-20T18:45:00,14.52,137.04,1.61,1.16
2017-12-20T19:00:00,182.87,137.28,1.65,1.17
2017-12-20T19:15:00,136.62,137.27,1.66,1.18
2017-12-20T19:30:00,68.11,135.31,1.62,1.15
2017-12-20T19:45:00,182.11,135.36,1.67,1.2
2017-12-20T20:00:00,52.08,135.61,2.41,2.59
2017-12-20T20:15:00,148.87,135.51,2.39,2.34
2017-12-20T20:30:00,185.51,134.95,2.38,2.42
2017-12-20T20:45:00,173.25,134.84,2.39,2.59
2017-12-20T21:00:00,24.42,135.83,2.42,2.63
2017-12-20T21:15:00,177.36,135.87,2.42,2.62
2017-12-20T21:30:00,184.13,136.22,2.41,2.6
2017-12-20T21:45:00,14.37,137.04,2.44,2.73
2017-12-20T22:00:00,178.38,737.01,2.42,2.73
2017-12-20T22:15:00,14.57,925.71,2.42,2.71
2017-12-20T22:30:00,14.59,919.76,2.4,2.54
2017-12-20T22:45:00,14.29,503.99,2.36,2.42
2017-12-20T23:00:00,14.18,50.68,2.43,2.7
2017-12-20T23:15:00,14.05,71.8,2.41,2.68
2017-12-20T23:30:00,14.02,86.48,2.4,2.66
2017-12-20T23:45:00,14.15,136.09,2.4,2.65
2017-12-21T00:00:00,14.27,136.52,2.44,2.7
2017-12-21T00:15:00,191.19,136.54,2.44,2.7
2017-12-21T00:30:00,14.32,136.78,2.45,2.71
2017-12-21T00:45:00,187.16,134.95,2.38,2.58
2017-12-21T01:00:00,14,134.95,2.36,2.4
2017-12-21T01:15:00,184.09,134.89,2.37,2.46
2017-12-21T01:30:00,180.92,134.98,2.39,2.57
2017-12-21T01:45:00,14.13,135.54,2.4,2.57
2017-12-21T02:00:00,186.22,135.39,2.41,2.58
2017-12-21T02:15:00,61.66,135.79,2.42,2.58
2017-12-21T02:30:00,133.55,135.56,2.42,2.59
2017-12-21T02:45:00,182.23,136.09,2.44,2.7
2017-12-21T03:00:00,35.16,136.51,2.45,2.7
2017-12-21T03:15:00,159.6,136.23,2.42,2.51
2017-12-21T03:30:00,180.34,136.34,2.42,2.49
2017-12-21T03:45:00,35.01,136.57,2.45,2.71
2017-12-21T04:00:00,162.02,136.49,2.45,2.7
2017-12-21T04:15:00,181.77,136.08,2.44,2.69
2017-12-21T04:30:00,78.1,136.1,2.44,2.69
2017-12-21T04:45:00,113.38,136.2,2.44,2.7
2017-12-21T05:00:00,180.19,135.81,2.44,2.69
2017-12-21T05:15:00,177.31,245.6,2.43,2.69
2017-12-21T05:30:00,14.44,923.43,2.4,2.6
2017-12-21T05:45:00,14.35,901.71,2.36,2.43
2017-12-21T06:00:00,14.52,898.46,2.41,2.59
2017-12-21T06:15:00,14.11,155.33,2.41,2.6
2017-12-21T06:30:00,13.95,49.74,2.39,2.59
2017-12-21T06:45:00,14.28,114.49,2.43,2.61
2017-12-21T07:00:00,14.06,135.43,2.39,2.6
2017-12-21T07:15:00,14.01,134.94,2.36,2.54
2017-12-21T07:30:00,46.78,135.16,2.37,2.63
2017-12-21T07:45:00,158.46,136.43,2.43,2.7
2017-12-21T08:00:00,14.25,136.12,2.42,2.56
2017-12-21T08:15:00,193.7,135.97,2.07,1.87
2017-12-21T08:30:00,186.31,135.68,1.62,1.22
2017-12-21T08:45:00,14.4,136.74,1.65,1.24
2017-12-21T09:00:00,189.17,136.47,1.65,1.25
2017-12-21T09:15:00,14.4,136.59,1.65,1.25
2017-12-21T09:30:00,188.88,135.82,2.39,2.66
2017-12-21T09:45:00,179.94,135.5,2.37,2.64
2017-12-21T10:00:00,14.18,135.73,2.36,2.63
2017-12-21T10:15:00,184.38,135.63,2.38,2.57
2017-12-21T10:30:00,185.77,134.95,2.32,2.29
2017-12-21T10:45:00,14.22,135.87,2.37,2.45
2017-12-21T11:00:00,185.35,135.16,2.38,2.56
2017-12-21T11:15:00,181.3,134.53,2.36,2.55
2017-12-21T11:30:00,13.99,134.5,2.35,2.56
2017-12-21T11:45:00,186.75,134.47,2.35,2.54
2017-12-21T12:00:00,186.87,134.07,2.33,2.5
2017-12-21T12:15:00,184.44,134.05,2.34,2.5
2017-12-21T12:30:00,14.13,134.63,2.36,2.55
2017-12-21T12:45:00,186.02,673.91,2.34,2.34
2017-12-21T13:00:00,14.36,935.21,2.33,2.33
2017-12-21T13:15:00,14.22,925.28,2.34,2.56
2017-12-21T13:30:00,14.06,613.89,1.61,1.23
2017-12-21T13:45:00,13.87,49.45,1.58,1.14
2017-12-21T14:00:00,194.12,56.2,1.6,1.16
2017-12-21T14:15:00,14.28,50.85,1.63,1.17
2017-12-21T14:30:00,14.4,136.18,1.65,1.22
2017-12-21T14:45:00,14.45,136.78,1.65,1.19
2017-12-21T15:00:00,196.7,136.45,1.62,1.03
2017-12-21T15:15:00,14.4,136.53,1.62,0.95
2017-12-21T15:30:00,195.26,135.59,1.59,1.15
2017-12-21T15:45:00,14.36,136.03,1.61,1.19
2017-12-21T16:00:00,183.8,135.81,1.6,1.16
2017-12-21T16:15:00,186.03,135.1,1.63,1.25
2017-12-21T16:30:00,14.31,135.77,2.38,2.6
2017-12-21T16:45:00,187.19,135.15,2.38,2.61
2017-12-21T17:00:00,185.51,135.12,2.35,2.61
2017-12-21T17:15:00,14.33,136.42,2.36,2.48
2017-12-21T17:30:00,186.25,135.91,2.33,2.34
2017-12-21T17:45:00,179.41,135.66,2.36,2.56
2017-12-21T18:00:00,38.15,135.95,2.35,2.61
2017-12-21T18:15:00,165.04,136.41,2.38,2.62
2017-12-21T18:30:00,182.97,563.46,2.4,2.66
2017-12-21T18:45:00,14.89,934.87,2.39,2.64
2017-12-21T19:00:00,14.54,917.42,1.65,1.26
2017-12-21T19:15:00,14.46,565.53,1.59,1.12
2017-12-21T19:30:00,14.18,50.36,1.59,0.99
2017-12-21T19:45:00,14.28,79.23,1.61,0.91
2017-12-21T20:00:00,14.41,136.86,2.31,2.37
2017-12-21T20:15:00,14.35,136.36,2.43,2.62
2017-12-21T20:30:00,14.39,136.48,2.44,2.62
2017-12-21T20:45:00,200.31,136.31,2.44,2.64
2017-12-21T21:00:00,14.33,136.66,2.44,2.64
2017-12-21T21:15:00,185.32,136.79,2.44,2.63
2017-12-21T21:30:00,190.9,136.45,2.43,2.62
2017-12-21T21:45:00,14.46,137.43,2.44,2.61
2017-12-21T22:00:00,184.17,135.75,2.39,2.48
2017-12-21T22:15:00,116.05,135.75,2.41,2.63
2017-12-21T22:30:00,14.51,137.67,2.46,2.71
2017-12-21T22:45:00,184.74,136.78,2.44,2.69
2017-12-21T23:00:00,175.68,136.46,2.44,2.71
2017-12-21T23:15:00,14.11,135.28,2.4,2.66
2017-12-21T23:30:00,188.39,135.37,2.41,2.66
2017-12-21T23:45:00,180.96,135.41,2.42,2.67
2017-12-22T00:00:00,13.99,134.46,2.36,2.46
2017-12-22T00:15:00,185.45,134.72,2.38,2.47
2017-12-22T00:30:00,188.71,526.18,2.41,2.65
2017-12-22T00:45:00,14.51,925.39,2.43,2.68
2017-12-22T01:00:00,14.55,916.06,2.43,2.66
2017-12-22T01:15:00,14.36,480.11,2.42,2.59
2017-12-22T01:30:00,14.2,50.64,2.44,2.61
2017-12-22T01:45:00,14.24,78.4,2.45,2.63
2017-12-22T02:00:00,14.35,136.83,2.45,2.58
2017-12-22T02:15:00,14.42,137.12,2.44,2.36
2017-12-22T02:30:00,14.48,137.36,2.46,2.48
2017-12-22T02:45:00,200.66,137.19,2.49,2.71
2017-12-22T03:00:00,75.16,137.42,2.49,2.72
2017-12-22T03:15:00,126.38,137.56,2.49,2.72
2017-12-22T03:30:00,184.9,137.31,2.49,2.71
2017-12-22T03:45:00,14.4,137.03,2.47,2.7
2017-12-22T04:00:00,184.14,135.14,2.41,2.65
2017-12-22T04:15:00,183.77,135.05,2.4,2.54
2017-12-22T04:30:00,14.14,135.49,2.39,2.42
2017-12-22T04:45:00,186.55,134.89,2.4,2.6
2017-12-22T05:00:00,184.72,134.7,2.39,2.64
2017-12-22T05:15:00,14,134.57,2.39,2.64
2017-12-22T05:30:00,185.94,134.7,2.4,2.65
2017-12-22T05:45:00,180.41,134.86,2.4,2.64
2017-12-22T06:00:00,13.96,134.27,2.36,2.59
2017-12-22T06:15:00,185.3,135.96,2.43,2.56
2017-12-22T06:30:00,188.13,135.43,2.4,2.38
2017-12-22T06:45:00,164.13,174.5,2.46,2.4
2017-12-22T07:00:00,24.68,943.06,2.44,2.6
2017-12-22T07:15:00,14.49,908.85,2.39,2.56
2017-12-22T07:30:00,14.36,887.13,2.37,2.63
2017-12-22T07:45:00,13.94,60.67,2.4,2.67
2017-12-22T08:00:00,13.97,49.77,2.41,2.68
2017-12-22T08:15:00,14.28,120.57,2.41,2.67
2017-12-22T08:30:00,14.23,135.92,2.4,2.67
2017-12-22T08:45:00,14.17,135.66,2.37,2.45
2017-12-22T09:00:00,197.5,135.36,2.37,2.47
2017-12-22T09:15:00,14.45,137.16,2.43,2.68
2017-12-22T09:30:00,186.21,136.41,2.41,2.62
2017-12-22T09:45:00,14.45,137,2.39,2.61
2017-12-22T10:00:00,195.37,136.24,2.37,2.59
2017-12-22T10:15:00,186.29,135.79,2.36,2.56
2017-12-22T10:30:00,14.29,136.01,2.35,2.47
2017-12-22T10:45:00,191.66,135.3,2.35,2.46
2017-12-22T11:00:00,180.12,135.52,2.33,2.23
2017-12-22T11:15:00,14.35,136.08,1.94,1.6
2017-12-22T11:30:00,180.14,77.23,49.74,94.53
2017-12-22T11:45:00,14.35,282.37,1.58,27.34
2017-12-22T12:00:00,14.66,947.91,1.58,27.19
2017-12-22T12:15:00,14.67,935.22,1.59,27.19
2017-12-22T12:30:00,14.63,838.87,1.63,25.85
2017-12-22T12:45:00,14.22,50.98,2.37,2.52
2017-12-22T13:00:00,14.14,50.63,2.37,2.43
2017-12-22T13:15:00,14.19,50.83,2.38,2.29
2017-12-22T13:30:00,14.2,62.91,2.38,2.47
2017-12-22T13:45:00,14.22,50.77,2.41,2.56
2017-12-22T14:00:00,217.55,84.33,2.4,2.54
2017-12-22T14:15:00,14.22,54.17,2,13.08
2017-12-22T14:30:00,148.36,60.45,1.61,111.93
2017-12-22T14:45:00,14.39,135.56,1.62,27.21
2017-12-22T15:00:00,14.48,136.17,1.62,27.29
2017-12-22T15:15:00,199.01,135.95,1.6,27.46
2017-12-22T15:30:00,194.55,135.99,1.62,27.42
2017-12-22T15:45:00,14.51,136.45,2.19,6.21
2017-12-22T16:00:00,190.3,136.03,2.43,2.56
2017-12-22T16:15:00,180.91,136.38,2.41,2.53
2017-12-22T16:30:00,14.2,134.66,2.34,2.47
2017-12-22T16:45:00,186.78,135.13,2.38,2.51
2017-12-22T17:00:00,189.62,134.67,2.36,2.5
2017-12-22T17:15:00,44.43,134.4,2.33,2.29
2017-12-22T17:30:00,152.23,133.29,2.32,2.29
2017-12-22T17:45:00,183.6,133.7,2.33,2.52
2017-12-22T18:00:00,181.75,133.09,2.32,2.51
2017-12-22T18:15:00,14.18,134.91,2.37,2.55
2017-12-22T18:30:00,183.68,134.95,2.37,2.55
2017-12-22T18:45:00,186,135.52,2.4,2.57
2017-12-22T19:00:00,162.1,136.38,2.42,2.58
2017-12-22T19:15:00,39.07,136.91,2.42,2.44
2017-12-22T19:30:00,179.86,136.19,2.41,2.34
2017-12-22T19:45:00,184.72,430.74,2.43,2.55
2017-12-22T20:00:00,14.99,947.79,2.44,2.55
2017-12-22T20:15:00,14.59,926.77,2.39,2.52
2017-12-22T20:30:00,14.52,832.29,2.35,2.48
2017-12-22T20:45:00,14.17,51.95,2.39,2.55
2017-12-22T21:00:00,14.21,50.59,2.41,2.57
2017-12-22T21:15:00,14.24,82.5,2.38,2.42
2017-12-22T21:30:00,14.23,113.77,2.08,8.61
2017-12-22T21:45:00,14.09,134.56,1.58,101.61
2017-12-22T22:00:00,200.37,135.21,1.61,27.29
2017-12-22T22:15:00,14.31,136.06,1.63,27.44
2017-12-22T22:30:00,194.21,135.39,1.61,27.29
2017-12-22T22:45:00,176.88,136.59,2.15,7.41
2017-12-22T23:00:00,21.35,136.65,2.43,2.68
2017-12-22T23:15:00,181.01,135.45,2.38,2.57
2017-12-22T23:30:00,178.92,135.7,2.38,2.44
2017-12-22T23:45:00,14.15,135.36,2.41,2.57
2017-12-23T00:00:00,185.35,135.49,2.41,2.64
2017-12-23T00:15:00,183.91,136.14,2.44,2.66
2017-12-23T00:30:00,34.21,136.55,2.45,2.68
2017-12-23T00:45:00,162.22,136.38,2.43,2.66
2017-12-23T01:00:00,187.89,136.98,2.46,2.66
2017-12-23T01:15:00,187.76,135.78,2.41,2.48
2017-12-23T01:30:00,14.3,136.43,2.4,2.32
2017-12-23T01:45:00,181,136.14,2.42,2.49
2017-12-23T02:00:00,181.76,136.49,2.46,2.58
2017-12-23T02:15:00,178.66,136.98,2.47,2.59
2017-12-23T02:30:00,54.71,137.15,2.47,2.6
2017-12-23T02:45:00,135.95,914.77,2.48,2.69
2017-12-23T03:00:00,14.76,939.19,2.46,2.69
2017-12-23T03:15:00,14.41,923.72,2.38,2.52
2017-12-23T03:30:00,14.23,420.63,2.38,2.41
2017-12-23T03:45:00,14.08,50.35,2.41,2.62
2017-12-23T04:00:00,14.06,73.61,2.41,2.64
2017-12-23T04:15:00,14.11,80.94,2.42,2.65
2017-12-23T04:30:00,14.1,134.97,2.41,2.64
2017-12-23T04:45:00,14.12,135.08,2.42,2.65
2017-12-23T05:00:00,198.94,134.69,2.41,2.64
2017-12-23T05:15:00,184.81,134.52,2.38,2.48
2017-12-23T05:30:00,19.11,134.35,2.35,2.38
2017-12-23T05:45:00,184.1,134.76,2.4,2.61
2017-12-23T06:00:00,141.45,134.8,2.4,2.59
2017-12-23T06:15:00,58.33,134.16,2.38,2.51
2017-12-23T06:30:00,183.77,136.37,2.47,2.62
2017-12-23T06:45:00,182.52,136.38,2.47,2.62
2017-12-23T07:00:00,14.33,136.37,2.47,2.61
2017-12-23T07:15:00,184.11,135.09,2.41,2.43
2017-12-23T07:30:00,174.99,134.67,2.38,2.42
2017-12-23T07:45:00,183.98,134.73,2.42,2.65
2017-12-23T08:00:00,13.92,133.52,2.38,2.61
2017-12-23T08:15:00,189.18,134.18,2.4,2.63
2017-12-23T08:30:00,176.56,133.65,2.38,2.61
2017-12-23T08:45:00,182.33,134.13,2.39,2.6
2017-12-23T09:00:00,14.02,134.12,2.38,2.62
2017-12-23T09:15:00,183.61,134.89,2.39,2.46
2017-12-23T09:30:00,178.96,582.36,2.42,2.48
2017-12-23T09:45:00,14.84,948.8,2.34,0.54
2017-12-23T10:00:00,14.67,938.73,1.61,105.33
2017-12-23T10:15:00,14.64,847.3,1.6,22.09
2017-12-23T10:30:00,14.22,55.1,1.54,1.1
2017-12-23T10:45:00,204.86,91.61,1.59,1.13
2017-12-23T11:00:00,14.63,942.51,1.59,1.11
2017-12-23T11:15:00,14.65,934.99,1.55,0.88
2017-12-23T11:30:00,19.64,931.75,1.58,0.9
2017-12-23T11:45:00,14.51,936.11,1.62,1.07
2017-12-23T12:00:00,23.69,354.93,1.63,1.08
2017-12-23T12:15:00,14.2,50.75,1.67,1.12
