2017-12-06T00:00:08,55.22
2017-12-06T00:10:08,56.66
2017-12-06T00:20:08,57.38
2017-12-06T00:30:07,57.2
2017-12-06T00:40:07,57.38
2017-12-06T00:50:06,56.12
2017-12-06T01:00:06,56.66
2017-12-06T01:10:05,56.84
2017-12-06T01:20:05,56.84
2017-12-06T01:30:05,57.56
2017-12-06T01:40:04,56.66
2017-12-06T01:50:04,56.84
2017-12-06T02:00:03,55.58
2017-12-06T02:10:03,56.12
2017-12-06T02:20:02,57.02
2017-12-06T02:30:01,55.22
2017-12-06T02:40:00,57.56
2017-12-06T02:50:00,56.66
2017-12-06T02:59:59,55.76
2017-12-06T03:09:59,57.02
2017-12-06T03:19:59,55.04
2017-12-06T03:29:58,57.56
2017-12-06T03:39:57,57.38
2017-12-06T03:49:57,55.94
2017-12-06T03:59:57,57.02
2017-12-06T04:09:57,55.22
2017-12-06T04:19:56,57.38
2017-12-06T04:29:56,57.56
2017-12-06T04:39:55,57.56
2017-12-06T04:49:54,56.48
2017-12-06T04:59:54,55.22
2017-12-06T05:09:54,56.3
2017-12-06T05:19:54,57.02
2017-12-06T05:29:53,56.12
2017-12-06T05:39:52,57.74
2017-12-06T05:49:51,57.2
2017-12-06T05:59:50,55.58
2017-12-06T06:09:50,57.02
2017-12-06T06:19:49,54.86
2017-12-06T06:29:49,57.56
2017-12-06T06:39:47,57.38
2017-12-06T06:49:47,55.94
2017-12-06T06:59:47,56.3
2017-12-06T07:09:46,57.2
2017-12-06T07:19:45,55.94
2017-12-06T07:29:45,57.2
2017-12-06T07:39:44,55.76
2017-12-06T07:49:44,57.74
2017-12-06T07:59:44,56.3
2017-12-06T08:09:44,55.58
2017-12-06T08:19:44,56.3
2017-12-06T08:29:42,57.2
2017-12-06T08:39:42,56.48
2017-12-06T08:49:41,57.56
2017-12-06T08:59:40,57.56
2017-12-06T09:09:41,57.56
2017-12-06T09:19:40,56.3
2017-12-06T09:29:40,55.58
2017-12-06T09:39:39,56.48
2017-12-06T09:49:39,57.2
2017-12-06T09:59:38,56.84
2017-12-06T10:09:37,57.92
2017-12-06T10:19:37,56.48
2017-12-06T10:29:37,55.94
2017-12-06T10:39:36,57.02
2017-12-06T10:49:35,55.76
2017-12-06T10:59:35,57.38
2017-12-06T11:09:34,56.48
2017-12-06T11:19:33,57.2
2017-12-06T11:29:33,55.58
2017-12-06T11:39:33,55.58
2017-12-06T11:49:32,57.02
2017-12-06T11:59:31,55.58
2017-12-06T12:09:32,57.56
2017-12-06T12:19:32,57.38
2017-12-06T12:29:31,55.58
2017-12-06T12:39:31,57.92
2017-12-06T12:49:30,57.56
2017-12-06T12:59:29,57.74
2017-12-06T13:09:29,57.38
2017-12-06T13:19:29,57.74
2017-12-06T13:29:29,57.2
2017-12-06T13:39:28,57.92
2017-12-06T13:49:28,57.02
2017-12-06T13:59:27,57.92
2017-12-06T14:09:26,57.38
2017-12-06T14:19:26,57.92
2017-12-06T14:29:25,57.56
2017-12-06T14:39:25,57.92
2017-12-06T14:49:25,55.76
2017-12-06T14:59:25,55.76
2017-12-06T15:09:24,55.76
2017-12-06T15:19:25,53.96
2017-12-06T15:29:24,55.04
2017-12-06T15:39:24,55.58
2017-12-06T15:49:23,56.48
2017-12-06T15:59:22,57.2
2017-12-06T16:09:22,55.4
2017-12-06T16:19:21,57.74
2017-12-06T16:29:20,57.56
2017-12-06T16:39:20,55.58
2017-12-06T16:49:19,58.1
2017-12-06T16:59:19,56.12
2017-12-06T17:09:18,55.22
2017-12-06T17:19:18,56.3
2017-12-06T17:29:17,57.2
2017-12-06T17:39:17,55.76
2017-12-06T17:49:16,57.92
2017-12-06T17:59:16,57.38
2017-12-06T18:09:16,55.94
2017-12-06T18:19:15,56.84
2017-12-06T18:29:15,56.84
2017-12-06T18:39:15,57.38
2017-12-06T18:49:14,57.38
2017-12-06T18:59:13,56.12
2017-12-06T19:09:13,58.1
2017-12-06T19:19:14,56.12
2017-12-06T19:29:13,55.22
2017-12-06T19:39:12,56.48
2017-12-06T19:49:11,57.38
2017-12-06T19:59:10,57.02
2017-12-06T20:09:10,57.92
2017-12-06T20:19:09,57.02
2017-12-06T20:29:08,55.58
2017-12-06T20:39:08,57.02
2017-12-06T20:49:07,55.22
2017-12-06T20:59:06,57.74
2017-12-06T21:09:06,57.56
2017-12-06T21:19:04,56.12
2017-12-06T21:29:05,58.1
2017-12-06T21:39:04,55.58
2017-12-06T21:49:04,55.58
2017-12-06T21:59:04,56.66
2017-12-06T22:09:03,57.38
2017-12-06T22:19:03,57.38
2017-12-06T22:29:02,57.56
2017-12-06T22:39:01,56.84
2017-12-06T22:49:01,57.74
2017-12-06T22:59:00,56.3
2017-12-06T23:09:01,55.4
2017-12-06T23:19:01,56.48
2017-12-06T23:29:00,57.2
2017-12-06T23:39:00,56.3
2017-12-06T23:49:00,57.74
2017-12-06T23:58:59,56.48
2017-12-07T00:08:59,55.94
2017-12-07T00:18:59,57.2
2017-12-07T00:28:58,55.22
2017-12-07T00:38:58,57.74
2017-12-07T00:48:57,57.38
2017-12-07T00:58:55,56.66
2017-12-07T01:08:55,58.28
2017-12-07T01:18:54,55.58
2017-12-07T01:28:54,55.22
2017-12-07T01:38:53,56.66
2017-12-07T01:48:53,57.38
2017-12-07T01:58:53,57.02
2017-12-07T02:08:52,57.56
2017-12-07T02:18:51,56.66
2017-12-07T02:28:51,55.76
2017-12-07T02:38:51,57.02
2017-12-07T02:48:50,55.04
2017-12-07T02:58:50,57.2
2017-12-07T03:08:49,55.58
2017-12-07T03:18:48,57.92
2017-12-07T03:28:47,56.3
2017-12-07T03:38:47,55.58
2017-12-07T03:48:47,56.66
2017-12-07T03:58:46,57.38
2017-12-07T04:08:46,57.2
2017-12-07T04:18:45,57.38
2017-12-07T04:28:45,57.02
2017-12-07T04:38:44,57.74
2017-12-07T04:48:44,57.56
2017-12-07T04:58:43,57.74
2017-12-07T05:08:43,57.38
2017-12-07T05:18:42,57.74
2017-12-07T05:28:42,56.48
2017-12-07T05:38:41,57.74
2017-12-07T05:48:40,56.66
2017-12-07T05:58:39,57.74
2017-12-07T06:08:39,56.48
2017-12-07T06:18:38,57.92
2017-12-07T06:28:37,57.02
2017-12-07T06:38:36,58.1
2017-12-07T06:48:36,57.38
2017-12-07T06:58:36,57.92
2017-12-07T07:08:35,56.66
2017-12-07T07:18:34,56.48
2017-12-07T07:28:34,54.5
2017-12-07T07:38:34,56.12
2017-12-07T07:48:34,56.84
2017-12-07T07:58:33,55.94
2017-12-07T08:08:33,57.74
2017-12-07T08:18:32,56.84
2017-12-07T08:28:32,55.4
2017-12-07T08:38:32,55.76
2017-12-07T08:48:32,57.02
2017-12-07T08:58:31,56.3
2017-12-07T09:08:31,57.56
2017-12-07T09:18:30,58.1
2017-12-07T09:28:30,56.12
2017-12-07T09:38:30,56.3
2017-12-07T09:48:29,57.2
2017-12-07T09:58:29,56.48
2017-12-07T10:08:28,57.74
2017-12-07T10:18:27,57.02
2017-12-07T10:28:27,55.94
2017-12-07T10:38:27,56.84
2017-12-07T10:48:26,57.38
2017-12-07T10:58:26,57.2
2017-12-07T11:08:25,57.38
2017-12-07T11:18:24,55.58
2017-12-07T11:28:24,58.1
2017-12-07T11:38:23,55.76
2017-12-07T11:48:23,55.22
2017-12-07T11:58:24,57.02
2017-12-07T12:08:22,56.66
2017-12-07T12:18:21,57.02
2017-12-07T12:28:21,57.02
2017-12-07T12:38:21,55.76
2017-12-07T12:48:20,57.2
2017-12-07T12:58:19,55.76
2017-12-07T13:08:19,57.38
2017-12-07T13:08:21,57.38
2017-12-07T13:18:20,55.76
2017-12-07T13:28:20,57.74
2017-12-07T13:38:19,56.12
2017-12-07T13:48:19,55.4
2017-12-07T13:58:19,56.66
2017-12-07T14:08:18,57.38
2017-12-07T14:18:18,57.02
2017-12-07T14:28:17,57.92
2017-12-07T14:38:17,57.56
2017-12-07T14:48:16,57.56
2017-12-07T14:58:16,56.48
2017-12-07T15:08:16,55.4
2017-12-07T15:18:15,55.94
2017-12-07T15:28:15,57.02
2017-12-07T15:38:14,55.04
2017-12-07T15:48:15,57.74
2017-12-07T15:58:13,57.38
2017-12-07T16:08:12,56.3
2017-12-07T16:18:11,58.1
2017-12-07T16:28:11,56.12
2017-12-07T16:38:11,55.4
2017-12-07T16:48:11,56.66
2017-12-07T16:58:10,57.38
2017-12-07T17:08:10,56.84
2017-12-07T17:18:09,57.56
2017-12-07T17:28:09,57.38
2017-12-07T17:38:08,56.66
2017-12-07T17:48:08,55.4
2017-12-07T17:58:09,56.48
2017-12-07T18:08:08,57.2
2017-12-07T18:18:08,56.48
2017-12-07T18:28:07,57.92
2017-12-07T18:38:06,56.84
2017-12-07T18:48:05,55.76
2017-12-07T18:58:05,57.02
2017-12-07T19:08:04,55.04
2017-12-07T19:18:04,57.2
2017-12-07T19:28:03,57.74
2017-12-07T19:38:03,57.56
2017-12-07T19:48:02,57.02
2017-12-07T19:58:02,55.58
2017-12-07T20:08:02,56.3
2017-12-07T20:18:02,57.2
2017-12-07T20:28:01,56.48
2017-12-07T20:38:00,57.92
2017-12-07T20:47:59,56.48
2017-12-07T20:57:59,55.94
2017-12-07T21:07:58,57.2
2017-12-07T21:17:58,55.94
2017-12-07T21:27:57,57.38
2017-12-07T21:37:56,56.48
2017-12-07T21:47:55,58.1
2017-12-07T21:57:54,55.76
2017-12-07T22:07:54,55.76
2017-12-07T22:17:53,56.84
2017-12-07T22:27:52,55.04
2017-12-07T22:37:52,57.56
2017-12-07T22:47:52,57.56
2017-12-07T22:57:51,56.12
2017-12-07T23:07:51,58.1
2017-12-07T23:17:50,56.3
2017-12-07T23:27:50,55.4
2017-12-07T23:37:50,56.84
2017-12-07T23:47:49,57.38
2017-12-07T23:57:49,57.2
2017-12-08T00:07:48,57.74
2017-12-08T00:17:48,57.38
2017-12-08T00:27:48,57.74
2017-12-08T00:37:48,57.56
2017-12-08T00:47:47,57.74
2017-12-08T00:57:47,57.38
2017-12-08T01:07:46,56.66
2017-12-08T01:17:45,56.3
2017-12-08T01:27:46,55.04
2017-12-08T01:37:46,56.48
2017-12-08T01:47:45,57.2
2017-12-08T01:57:45,56.84
2017-12-08T02:07:43,57.92
2017-12-08T02:17:43,56.48
2017-12-08T02:27:43,55.94
2017-12-08T02:37:42,57.2
2017-12-08T02:47:42,56.48
2017-12-08T02:57:41,57.92
2017-12-08T03:07:40,57.02
2017-12-08T03:17:40,55.76
2017-12-08T03:27:40,57.02
2017-12-08T03:37:39,55.04
2017-12-08T03:47:39,57.2
2017-12-08T03:57:38,55.4
2017-12-08T04:07:38,57.74
2017-12-08T04:17:37,56.48
2017-12-08T04:27:37,55.4
2017-12-08T04:37:38,56.66
2017-12-08T04:47:36,57.2
2017-12-08T04:57:36,56.48
2017-12-08T05:07:36,57.56
2017-12-08T05:17:35,55.76
2017-12-08T05:27:34,57.92
2017-12-08T05:37:34,57.56
2017-12-08T05:47:33,56.66
2017-12-08T05:57:33,57.56
2017-12-08T06:07:33,57.92
2017-12-08T06:17:32,57.38
2017-12-08T06:27:31,57.92
2017-12-08T06:37:31,57.38
2017-12-08T06:47:30,57.92
2017-12-08T06:57:29,57.56
2017-12-08T07:07:29,57.92
2017-12-08T07:17:29,57.56
2017-12-08T07:27:28,58.1
2017-12-08T07:37:28,57.74
2017-12-08T07:47:27,58.28
2017-12-08T07:57:27,57.92
2017-12-08T08:07:26,57.2
2017-12-08T08:17:26,55.76
2017-12-08T08:27:26,55.76
2017-12-08T08:37:26,55.94
2017-12-08T08:47:26,53.78
2017-12-08T08:57:26,54.86
2017-12-08T09:07:26,54.68
2017-12-08T09:17:24,55.94
2017-12-08T09:27:23,56.84
2017-12-08T09:37:23,57.38
2017-12-08T09:47:22,56.66
2017-12-08T09:57:22,57.74
2017-12-08T10:07:21,57.56
2017-12-08T10:17:20,56.3
2017-12-08T10:27:20,57.56
2017-12-08T10:37:20,55.94
2017-12-08T10:47:19,55.04
2017-12-08T10:57:19,56.48
2017-12-08T11:07:18,57.2
2017-12-08T11:17:17,56.3
2017-12-08T11:27:17,57.74
2017-12-08T11:37:16,57.56
2017-12-08T11:47:16,55.76
2017-12-08T11:57:16,58.1
2017-12-08T12:07:15,55.76
2017-12-08T12:17:14,55.04
2017-12-08T12:27:14,56.48
2017-12-08T12:37:13,57.38
2017-12-08T12:47:13,55.94
2017-12-08T12:57:12,57.74
2017-12-08T13:07:11,57.38
2017-12-08T13:17:11,55.94
2017-12-08T13:27:11,56.3
2017-12-08T13:37:10,55.04
2017-12-08T13:47:10,55.76
2017-12-08T13:57:09,56.66
2017-12-08T14:07:09,57.2
2017-12-08T14:17:09,56.12
2017-12-08T14:27:08,57.74
2017-12-08T14:37:07,58.1
2017-12-08T14:47:05,56.66
2017-12-08T14:57:05,55.94
2017-12-08T15:07:06,57.2
2017-12-08T15:17:05,55.94
2017-12-08T15:27:05,57.38
2017-12-08T15:37:05,55.04
2017-12-08T15:47:05,55.4
2017-12-08T15:57:05,54.5
2017-12-08T16:07:04,56.3
2017-12-08T16:17:02,57.02
