timestamp,Self Storage
2017-10-23T09:52:36,77.72
2017-10-23T10:02:35,77.9
2017-10-23T10:12:34,77.9
2017-10-23T10:22:33,77.9
2017-10-23T10:32:33,77.72
2017-10-23T10:42:32,77.72
2017-10-23T10:52:31,77.72
2017-10-23T11:02:31,77.72
2017-10-23T11:12:31,77.72
2017-10-23T11:22:30,77.72
2017-10-23T11:32:29,77.72
2017-10-23T11:42:28,77.72
2017-10-23T11:52:28,77.72
2017-10-23T12:02:27,77.9
2017-10-23T12:12:26,77.9
2017-10-23T12:22:27,77.72
2017-10-23T12:32:25,77.9
2017-10-23T12:42:25,77.9
2017-10-23T12:52:25,77.9
2017-10-23T13:02:23,78.08
2017-10-23T13:12:24,77.9
2017-10-23T13:22:22,78.08
2017-10-23T13:32:20,77.9
2017-10-23T13:42:19,77.9
2017-10-23T13:52:20,77.72
2017-10-23T14:02:18,78.08
2017-10-23T14:12:18,78.08
2017-10-23T14:22:16,77.9
2017-10-23T14:32:17,77.72
2017-10-23T14:42:16,77.72
2017-10-23T14:52:15,77.54
2017-10-23T15:02:15,77.72
2017-10-23T15:12:14,77.72
2017-10-23T15:22:13,77.72
2017-10-23T15:22:14,77.72
2017-10-23T15:22:18,77.72
2017-10-23T15:32:17,77.72
2017-10-23T15:42:16,77.9
2017-10-23T15:52:15,77.9
2017-10-23T16:02:14,78.08
2017-10-23T16:12:13,77.9
2017-10-23T16:22:13,77.9
2017-10-23T16:32:12,77.9
2017-10-23T16:42:11,77.72
2017-10-23T16:52:10,77.9
2017-10-23T17:02:10,77.9
2017-10-23T17:12:09,77.72
2017-10-23T17:22:09,77.72
2017-10-23T17:32:08,77.54
2017-10-23T17:42:07,77.54
2017-10-23T17:52:07,77.54
2017-10-23T18:02:06,77.72
2017-10-23T18:12:06,77.72
2017-10-23T18:22:05,77.72
2017-10-23T18:32:04,77.72
2017-10-23T18:42:04,77.72
2017-10-23T18:52:03,77.9
2017-10-23T19:02:02,77.9
2017-10-23T19:12:02,78.08
2017-10-23T19:22:01,78.08
2017-10-23T19:32:00,78.08
2017-10-23T19:41:59,77.72
2017-10-23T19:51:58,77.54
2017-10-23T20:01:57,77.72
2017-10-23T20:11:56,77.72
2017-10-23T20:21:56,77.72
2017-10-23T20:31:55,77.72
2017-10-23T20:41:55,77.9
2017-10-23T20:51:54,77.9
2017-10-23T21:01:53,77.9
2017-10-23T21:11:52,77.9
2017-10-23T21:21:52,77.9
2017-10-23T21:31:51,77.72
2017-10-23T21:41:50,77.72
2017-10-23T21:51:50,77.72
2017-10-23T22:01:49,77.9
2017-10-23T22:11:48,77.9
2017-10-23T22:21:48,77.9
2017-10-23T22:31:47,77.9
2017-10-23T22:41:46,77.9
2017-10-23T22:51:45,77.72
2017-10-23T23:01:45,77.9
2017-10-23T23:11:44,77.9
2017-10-23T23:21:43,77.9
2017-10-23T23:31:42,77.9
2017-10-23T23:41:40,77.72
2017-10-23T23:51:40,77.72
2017-10-24T00:01:40,77.9
2017-10-24T00:11:39,77.72
2017-10-24T00:21:38,77.72
2017-10-24T00:31:37,77.72
2017-10-24T00:41:37,77.9
2017-10-24T00:51:36,77.9
