timestamp,Self Storage
2018-04-11 05:09:23PM,74.66
2018-04-11 05:19:22PM,74.66
2018-04-11 05:29:22PM,74.66
2018-04-11 05:39:21PM,74.66
2018-04-11 05:49:20PM,74.66
2018-04-11 05:59:19PM,74.66
2018-04-11 06:09:18PM,74.48
2018-04-11 06:19:18PM,74.66
2018-04-11 06:29:16PM,74.48
2018-04-11 06:39:15PM,74.66
2018-04-11 06:49:14PM,74.66
2018-04-11 06:59:14PM,74.66
2018-04-11 07:09:13PM,74.66
2018-04-11 07:19:12PM,74.66
2018-04-11 07:29:12PM,74.66
2018-04-11 07:39:11PM,74.48
2018-04-11 07:49:10PM,74.48
2018-04-11 07:59:09PM,74.66
2018-04-11 08:09:09PM,74.3
2018-04-11 08:19:08PM,74.48
2018-04-11 08:29:07PM,74.3
2018-04-11 08:39:06PM,74.48
2018-04-11 08:49:06PM,74.48
2018-04-11 08:59:05PM,74.3
2018-04-11 09:09:04PM,74.48
2018-04-11 09:19:04PM,74.48
2018-04-11 09:29:03PM,74.48
2018-04-11 09:39:02PM,74.66
2018-04-11 09:49:01PM,74.66
2018-04-11 09:59:01PM,74.66
2018-04-11 10:09:00PM,74.66
2018-04-11 10:19:00PM,74.66
2018-04-11 10:28:59PM,74.84
2018-04-11 10:38:58PM,74.66
2018-04-11 10:48:57PM,74.84
2018-04-11 10:58:56PM,74.66
2018-04-11 11:08:55PM,74.84
2018-04-11 11:18:54PM,74.66
2018-04-11 11:28:54PM,74.84
2018-04-11 11:38:53PM,75.02
2018-04-11 11:48:52PM,75.02
2018-04-11 11:58:51PM,75.02
2018-04-12 12:08:50AM,74.84
2018-04-12 12:18:50AM,74.84
2018-04-12 12:28:51AM,74.84
2018-04-12 12:38:49AM,75.02
2018-04-12 12:48:48AM,75.02
2018-04-12 12:58:48AM,75.02
2018-04-12 01:08:48AM,74.84
2018-04-12 01:18:47AM,74.66
2018-04-12 01:28:47AM,74.66
2018-04-12 01:38:46AM,74.84
2018-04-12 01:48:45AM,74.66
2018-04-12 01:58:44AM,74.48
2018-04-12 02:08:44AM,74.48
2018-04-12 02:18:43AM,74.66
2018-04-12 02:28:43AM,74.66
2018-04-12 02:38:42AM,74.66
2018-04-12 02:48:41AM,74.84
2018-04-12 02:58:40AM,74.84
2018-04-12 03:08:40AM,75.02
2018-04-12 03:18:39AM,74.84
2018-04-12 03:28:38AM,74.84
2018-04-12 03:38:38AM,74.84
2018-04-12 03:48:37AM,74.84
2018-04-12 03:58:36AM,75.02
2018-04-12 04:08:35AM,74.84
2018-04-12 04:18:35AM,74.84
2018-04-12 04:28:34AM,74.84
2018-04-12 04:38:33AM,74.84
2018-04-12 04:48:33AM,75.02
2018-04-12 04:58:32AM,75.02
2018-04-12 05:08:32AM,74.84
2018-04-12 05:18:31AM,75.02
2018-04-12 05:28:30AM,74.84
2018-04-12 05:38:29AM,74.66
2018-04-12 05:48:28AM,74.48
2018-04-12 05:58:28AM,74.48
2018-04-12 06:08:27AM,74.84
2018-04-12 06:18:26AM,74.66
2018-04-12 06:28:26AM,74.66
2018-04-12 06:38:25AM,74.66
2018-04-12 06:48:24AM,74.66
2018-04-12 06:58:24AM,74.84
2018-04-12 07:08:23AM,74.84
2018-04-12 07:18:22AM,75.02
2018-04-12 07:28:21AM,74.84
2018-04-12 07:38:20AM,74.84
2018-04-12 07:48:19AM,75.02
2018-04-12 07:58:19AM,75.02
2018-04-12 08:08:19AM,75.02
2018-04-12 08:18:18AM,75.02
2018-04-12 08:28:17AM,75.02
2018-04-12 08:38:16AM,75.02
2018-04-12 08:48:16AM,74.84
2018-04-12 08:58:15AM,75.02
2018-04-12 09:08:14AM,75.02
2018-04-12 09:18:13AM,75.02
2018-04-12 09:28:12AM,74.84
2018-04-12 09:38:12AM,74.84
2018-04-12 09:48:10AM,74.84
2018-04-12 09:58:11AM,74.66
2018-04-12 10:08:10AM,75.02
2018-04-12 10:18:09AM,74.84
2018-04-12 10:28:09AM,74.84
2018-04-12 10:38:08AM,74.84
2018-04-12 10:48:07AM,74.66
2018-04-12 10:58:06AM,75.02
2018-04-12 11:08:05AM,74.84
2018-04-12 11:18:04AM,75.02
2018-04-12 11:28:04AM,74.84
2018-04-12 11:38:03AM,74.66
2018-04-12 11:48:02AM,75.02
2018-04-12 11:58:01AM,75.02
2018-04-12 12:08:01PM,74.84
2018-04-12 12:18:00PM,74.84
2018-04-12 12:27:59PM,74.66
2018-04-12 12:37:58PM,74.84
2018-04-12 12:47:58PM,75.02
2018-04-12 12:57:58PM,75.02
2018-04-12 01:07:57PM,75.02
2018-04-12 01:17:56PM,74.84
2018-04-12 01:27:56PM,74.84
2018-04-12 01:37:55PM,75.02
2018-04-12 01:47:54PM,75.02
2018-04-12 01:57:54PM,74.84
2018-04-12 02:07:53PM,74.84
2018-04-12 02:17:52PM,74.84
2018-04-12 02:27:52PM,75.02
2018-04-12 02:37:51PM,74.84
2018-04-12 02:47:51PM,74.66
2018-04-12 02:57:50PM,74.66
2018-04-12 03:07:49PM,75.02
2018-04-12 03:17:48PM,75.02
2018-04-12 03:27:47PM,74.84
2018-04-12 03:37:46PM,75.02
2018-04-12 03:47:45PM,74.84
2018-04-12 03:57:44PM,75.02
2018-04-12 04:07:44PM,75.2
2018-04-12 04:17:43PM,75.02
2018-04-12 04:27:42PM,74.84
2018-04-12 04:37:42PM,75.02
2018-04-12 04:47:41PM,74.84
2018-04-12 04:57:40PM,75.2
2018-04-12 05:07:40PM,75.02
2018-04-12 05:17:39PM,75.02
2018-04-12 05:27:39PM,75.02
2018-04-12 05:37:38PM,75.02
2018-04-12 05:47:38PM,75.02
2018-04-12 05:57:37PM,75.02
2018-04-12 06:07:37PM,75.2
2018-04-12 06:17:36PM,75.02
2018-04-12 06:27:36PM,74.84
2018-04-12 06:37:35PM,75.2
2018-04-12 06:47:34PM,75.2
2018-04-12 06:57:33PM,75.2
2018-04-12 07:07:33PM,75.38
2018-04-12 07:17:32PM,75.38
2018-04-12 07:27:31PM,75.56
2018-04-12 07:37:30PM,75.02
2018-04-12 07:47:30PM,74.84
2018-04-12 07:57:29PM,74.84
2018-04-12 08:07:28PM,75.02
2018-04-12 08:17:28PM,75.02
2018-04-12 08:27:27PM,74.84
2018-04-12 08:37:26PM,74.84
2018-04-12 08:47:26PM,74.84
2018-04-12 08:57:25PM,75.02
2018-04-12 09:07:24PM,75.02
2018-04-12 09:17:23PM,74.84
2018-04-12 09:27:23PM,74.84
2018-04-12 09:37:22PM,75.2
2018-04-12 09:47:21PM,75.2
2018-04-12 09:57:21PM,75.38
2018-04-12 10:07:20PM,75.2
2018-04-12 10:17:20PM,75.38
2018-04-12 10:27:19PM,75.2
2018-04-12 10:37:19PM,75.38
2018-04-12 10:47:18PM,75.38
2018-04-12 10:57:17PM,75.38
2018-04-12 11:07:17PM,75.38
2018-04-12 11:17:16PM,75.38
2018-04-12 11:27:15PM,75.38
2018-04-12 11:37:16PM,75.38
2018-04-12 11:47:15PM,75.38
2018-04-12 11:57:14PM,75.38
2018-04-13 12:07:14AM,75.2
2018-04-13 12:17:13AM,75.38
2018-04-13 12:27:13AM,75.38
2018-04-13 12:37:12AM,75.38
2018-04-13 12:47:11AM,75.38
2018-04-13 12:57:11AM,75.38
2018-04-13 01:07:11AM,75.2
2018-04-13 01:17:10AM,75.02
2018-04-13 01:27:09AM,75.02
2018-04-13 01:37:09AM,75.2
2018-04-13 01:47:08AM,75.02
2018-04-13 01:57:08AM,75.2
2018-04-13 02:07:07AM,75.02
2018-04-13 02:17:06AM,75.02
2018-04-13 02:27:06AM,75.02
2018-04-13 02:37:05AM,75.2
2018-04-13 02:47:04AM,75.2
2018-04-13 02:57:04AM,75.38
2018-04-13 03:07:03AM,75.38
2018-04-13 03:17:02AM,75.38
2018-04-13 03:27:01AM,75.38
2018-04-13 03:37:01AM,75.38
2018-04-13 03:47:01AM,75.38
2018-04-13 03:57:00AM,75.38
2018-04-13 04:07:00AM,75.56
2018-04-13 04:16:59AM,75.38
2018-04-13 04:26:59AM,75.56
2018-04-13 04:36:58AM,75.38
2018-04-13 04:46:57AM,75.38
2018-04-13 04:56:57AM,75.38
2018-04-13 05:06:56AM,75.56
2018-04-13 05:16:55AM,75.38
2018-04-13 05:26:55AM,75.38
2018-04-13 05:36:54AM,75.38
2018-04-13 05:46:54AM,75.2
2018-04-13 05:56:53AM,75.2
2018-04-13 06:06:53AM,75.38
2018-04-13 06:16:52AM,75.2
2018-04-13 06:26:53AM,75.2
2018-04-13 06:36:51AM,75.2
2018-04-13 06:46:51AM,75.2
2018-04-13 06:56:50AM,75.2
2018-04-13 07:06:51AM,75.38
2018-04-13 07:16:50AM,75.56
2018-04-13 07:26:48AM,75.38
2018-04-13 07:36:48AM,75.38
2018-04-13 07:46:48AM,75.38
2018-04-13 07:56:48AM,75.56
2018-04-13 08:06:47AM,75.56
2018-04-13 08:16:47AM,75.56
2018-04-13 08:26:46AM,75.74
2018-04-13 08:36:45AM,75.74
2018-04-13 08:46:44AM,75.74
2018-04-13 08:56:44AM,75.74
2018-04-13 09:06:43AM,75.56
2018-04-13 09:16:43AM,75.56
2018-04-13 09:26:42AM,75.56
2018-04-13 09:36:41AM,75.38
2018-04-13 09:46:41AM,75.2
2018-04-13 09:56:40AM,75.56
2018-04-13 10:06:39AM,75.38
2018-04-13 10:16:38AM,75.38
2018-04-13 10:26:38AM,75.38
2018-04-13 10:36:37AM,75.38
2018-04-13 10:46:37AM,75.38
2018-04-13 10:56:36AM,75.56
2018-04-13 11:06:35AM,75.56
2018-04-13 11:16:35AM,75.56
2018-04-13 11:26:34AM,75.38
2018-04-13 11:36:33AM,75.38
2018-04-13 11:46:33AM,75.38
2018-04-13 11:56:32AM,75.56
2018-04-13 12:06:32PM,75.56
2018-04-13 12:16:31PM,75.38
2018-04-13 12:26:30PM,75.56
2018-04-13 12:36:30PM,75.38
2018-04-13 12:46:29PM,75.38
2018-04-13 12:56:29PM,75.56
2018-04-13 01:06:29PM,75.38
2018-04-13 01:16:28PM,75.56
2018-04-13 01:26:28PM,75.56
2018-04-13 01:36:27PM,75.38
2018-04-13 01:46:26PM,75.38
2018-04-13 01:56:26PM,75.38
2018-04-13 02:06:25PM,75.38
2018-04-13 04:06:19PM,75.38
2018-04-13 04:16:18PM,75.38
2018-04-13 04:26:18PM,75.56
2018-04-13 04:36:17PM,75.38
2018-04-13 04:46:16PM,75.56
2018-04-13 04:56:15PM,75.56
2018-04-13 05:06:15PM,75.56
2018-04-13 05:16:14PM,75.56
2018-04-13 05:26:14PM,75.56
2018-04-13 05:36:13PM,75.38
2018-04-13 05:46:12PM,75.56
2018-04-13 05:56:11PM,75.56
2018-04-13 06:06:10PM,75.56
2018-04-13 06:16:10PM,75.56
2018-04-13 06:26:09PM,75.56
2018-04-13 06:36:08PM,75.74
2018-04-13 06:46:07PM,75.92
2018-04-13 06:56:07PM,75.92
2018-04-13 07:06:06PM,75.92
2018-04-13 07:16:05PM,75.92
2018-04-13 07:26:05PM,75.92
2018-04-13 07:36:04PM,75.56
2018-04-13 07:46:03PM,75.56
2018-04-13 07:56:02PM,75.56
2018-04-13 08:06:02PM,75.56
2018-04-13 08:16:02PM,75.56
2018-04-13 08:26:01PM,75.38
2018-04-13 08:36:01PM,75.38
2018-04-13 08:46:00PM,75.38
2018-04-13 08:55:59PM,75.38
2018-04-13 09:05:58PM,75.56
2018-04-13 09:15:57PM,75.38
2018-04-13 09:25:57PM,75.56
2018-04-13 09:35:56PM,75.74
2018-04-13 09:45:56PM,75.74
2018-04-13 09:55:55PM,75.74
2018-04-13 10:05:54PM,75.74
2018-04-13 10:15:54PM,75.74
2018-04-13 10:25:53PM,75.74
2018-04-13 10:35:53PM,75.74
2018-04-13 10:45:52PM,75.74
2018-04-13 10:55:51PM,75.92
2018-04-13 11:05:50PM,75.74
2018-04-13 11:15:49PM,75.74
2018-04-13 11:25:49PM,75.74
2018-04-13 11:35:49PM,75.92
2018-04-13 11:45:48PM,76.1
2018-04-13 11:55:47PM,76.1
2018-04-14 12:05:47AM,75.92
2018-04-14 12:15:46AM,76.1
2018-04-14 12:25:46AM,75.92
2018-04-14 12:35:45AM,75.92
2018-04-14 12:45:45AM,75.92
2018-04-14 12:55:44AM,75.92
2018-04-14 01:05:44AM,75.74
2018-04-14 01:15:43AM,75.56
2018-04-14 01:25:42AM,75.74
2018-04-14 01:35:42AM,75.74
2018-04-14 01:45:41AM,75.74
2018-04-14 01:55:40AM,75.56
2018-04-14 02:05:39AM,75.56
2018-04-14 02:15:39AM,75.56
2018-04-14 02:25:38AM,75.56
2018-04-14 02:35:38AM,75.74
2018-04-14 02:45:37AM,75.92
2018-04-14 02:55:37AM,75.92
2018-04-14 03:05:36AM,75.92
2018-04-14 03:15:35AM,75.92
2018-04-14 03:25:35AM,75.92
2018-04-14 03:35:34AM,75.92
2018-04-14 03:45:33AM,76.1
2018-04-14 03:55:32AM,75.92
2018-04-14 04:05:32AM,76.1
